Canonical ID,Seed Key,Title,Material Type,Category Key,Quantity,Unit,Condition,Source Type,Is Free,Price NIS,Owner Email,Owner Public Name,Owner Kind,Owner City,Pickup Allowed,Delivery Allowed,Description Draft,Suggested Uses,Tags,Aliases,Source File,Source Row,Source Audit ID,Original Price Raw,Pricing Resolution,Pricing Basis,Condition Basis,Availability Source,Source Note,Image Status,Source Image Ref,Extracted Image Files,Image Mapped From Source,Image Gap,Image Hosting Required,Canonicalization Confidence,Canonical Data Ready,Owner Assignment Basis
MAT-042,mat-042,5-6V electromagnet,Solenoid / Electromagnet,motors-mechanical,1,pieces,GOOD,WORKSHOP_SURPLUS,False,5,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable Solenoid / Electromagnet listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, motion systems, CNC-style prototypes, and mechanical builds.",motors_mechanical,,Hardware Components.xlsx,9,MAT-042,5,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image8.png,materials/MAT-042_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-043,mat-043,12 volt DC drill motor,DC Motor,motors-mechanical,1,pieces,GOOD,WORKSHOP_SURPLUS,False,15,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable DC Motor listing prepared from documented graduation-project hardware data. Source note: تواصلوا مع حلا,"Robotics, motion systems, CNC-style prototypes, and mechanical builds.",motor|robotics,,Hardware Components.xlsx,10,MAT-043,15,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,تواصلوا مع حلا,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image14.png; xl/media/image27.jpg,materials/MAT-043_01.png; materials/MAT-043_02.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-044,mat-044,Arduino UNO R3 Development Board ATmega328p ATMEGA16U2,Arduino Uno,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,30,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable Arduino Uno listing prepared from documented graduation-project hardware data. Source note: تواصلوا مع حلا,"Robotics, sensor prototypes, automation, and learning projects.",arduino|microcontroller,,Hardware Components.xlsx,11,MAT-044,30,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,تواصلوا مع حلا,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image11.png,materials/MAT-044_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-045,mat-045,ESP8266 NodeMCU CP2102 WiFi Development Board (with 50cm wire),ESP8266 Development Board,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,50,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable ESP8266 Development Board listing prepared from documented graduation-project hardware data. Source note: تواصلوا مع حلا,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,,Hardware Components.xlsx,12,MAT-045,50,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,تواصلوا مع حلا,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image15.png,materials/MAT-045_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-046,mat-046,200cm RGB LEDs 12V (كل ليد لون منفصل مثل الصورة),LED / Lighting Component,electronics-components,2,pieces,GOOD,WORKSHOP_SURPLUS,False,15,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable LED / Lighting Component listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,,Hardware Components.xlsx,13,MAT-046,15,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image7.png,materials/MAT-046_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-047-A,mat-047-a,LED Linear Channel 97.7 cm (1.7 cm width),LED Mounting Channel,other-reusable,3,pieces,GOOD,WORKSHOP_SURPLUS,False,8,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable LED Mounting Channel listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",other_reusable,Linears for LEDs 1.7cm width,Hardware Components.xlsx,14,MAT-047,8 for 97cm 5 for 56cm,PARSED_VARIANT_PRICE,Source states 8 NIS for each ~97 cm channel; quantity text states 3.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image12.png,materials/MAT-047-A_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-047-B,mat-047-b,LED Linear Channel 56 cm (1.7 cm width),LED Mounting Channel,other-reusable,1,piece,GOOD,WORKSHOP_SURPLUS,False,5,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable LED Mounting Channel listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",other_reusable,Linears for LEDs 1.7cm width,Hardware Components.xlsx,14,MAT-047,8 for 97cm 5 for 56cm,PARSED_VARIANT_PRICE,Source states 5 NIS for the 56 cm channel; quantity text states 1.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image12.png,materials/MAT-047-B_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-048,mat-048,electrical wire connector 5 channels,Connector,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,3,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable Connector listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Circuit wiring, prototyping, repair, and classroom electronics.",connector|wiring,,Hardware Components.xlsx,15,MAT-048,3,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image2.png,materials/MAT-048_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-049,mat-049,14-Channel Bundle (7+4+3),Channel Bundle,other-reusable,1,set,GOOD,WORKSHOP_SURPLUS,False,5,user25@impactloop.demo,مؤسسة دائرة الحياة للاستدامة,ORGANIZATION,القدس,True,True,Reusable Channel Bundle listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",other_reusable,14 channel (7+4+3),Hardware Components.xlsx,17,MAT-049,كلهم ب 5,PARSED_TOTAL_PRICE,Arabic source text 'كلهم ب 5' interpreted as 5 NIS for the whole bundle.,DEMO_DEFAULT_GOOD,AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image25.png,materials/MAT-049_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-061,mat-061,RPLidar A1 (2D Laser Scanner),LiDAR Sensor,electronics-components,1,pieces,GOOD,FACTORY_SURPLUS,False,360,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable LiDAR Sensor listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Measurement, monitoring, robotics, and smart-device prototypes.",sensor,,Hardware for Sale.xlsx,2,MAT-061,360,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image16.jpg,materials/MAT-061_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-062,mat-062,JGB37-520 12V 333RPM DC Gear Motor With Encoder,DC Motor,motors-mechanical,2,pieces,GOOD,FACTORY_SURPLUS,False,100,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable DC Motor listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, motion systems, CNC-style prototypes, and mechanical builds.",motor|robotics,,Hardware for Sale.xlsx,3,MAT-062,100,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image9.jpg,materials/MAT-062_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-063,mat-063,37mm DC Gear Motor 12VDC 300RPM All Steel-gear 6mm Shaft,DC Motor,motors-mechanical,2,pieces,GOOD,FACTORY_SURPLUS,False,65,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable DC Motor listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, motion systems, CNC-style prototypes, and mechanical builds.",motor|robotics,,Hardware for Sale.xlsx,4,MAT-063,65,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image6.png,materials/MAT-063_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-064,mat-064,37mm DC Gear Motor 35RPM/12V 65RPM/24V MOT6002A 6mm Shaft,DC Motor,motors-mechanical,1,pieces,GOOD,FACTORY_SURPLUS,False,25,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable DC Motor listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, motion systems, CNC-style prototypes, and mechanical builds.",motor|robotics,,Hardware for Sale.xlsx,5,MAT-064,25,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image8.png,materials/MAT-064_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-065,mat-065,85mm Diameter Rubber/Plastic Off-road Wheel,Wheel / Caster,motors-mechanical,2,pieces,GOOD,FACTORY_SURPLUS,False,25,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable Wheel / Caster listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",motors_mechanical,,Hardware for Sale.xlsx,6,MAT-065,25,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image2.jpg,materials/MAT-065_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-066,mat-066,BTS7960 High-power 43A Motor Driver Module,BTS7960 Motor Driver,electronics-components,2,pieces,GOOD,FACTORY_SURPLUS,False,35,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable BTS7960 Motor Driver listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Motor control, robot motion, and automation prototypes.",motor|robotics,,Hardware for Sale.xlsx,7,MAT-066,35,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image14.jpg,materials/MAT-066_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-067,mat-067,18650 V8 Lithium Battery Expansion Board 4 Channel 5V 3A 3V 1A USB Charging Power Bank,Battery,power-batteries,1,pieces,GOOD,FACTORY_SURPLUS,False,40,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable Battery listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Powering electronics, portable prototypes, charging, and voltage regulation.",battery|power,,Hardware for Sale.xlsx,8,MAT-067,40,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image13.jpg,materials/MAT-067_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-068,mat-068,2000mAh Li-ion 18650 Batteries,Battery,power-batteries,2,pieces,GOOD,FACTORY_SURPLUS,False,10,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable Battery listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Powering electronics, portable prototypes, charging, and voltage regulation.",battery|power,,Hardware for Sale.xlsx,9,MAT-068,10,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image11.jpg,materials/MAT-068_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-069,mat-069,Arduino UNO R3,Arduino Uno,electronics-components,1,pieces,GOOD,FACTORY_SURPLUS,False,20,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable Arduino Uno listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, sensor prototypes, automation, and learning projects.",arduino|microcontroller,,Hardware for Sale.xlsx,11,MAT-069,20,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image7.png,materials/MAT-069_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-070,mat-070,5VDC 4-Channel Relay Module (Active Low),Relay Module,electronics-components,1,pieces,GOOD,FACTORY_SURPLUS,False,20,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable Relay Module listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",relay|electronics,,Hardware for Sale.xlsx,12,MAT-070,20,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image10.jpg,materials/MAT-070_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-071,mat-071,XL4015 Adjustable Step Down Buck Converter Module 4-38V To 1.25–36V 5A,Buck Converter,electronics-components,1,pieces,GOOD,FACTORY_SURPLUS,False,15,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable Buck Converter listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Powering electronics, portable prototypes, charging, and voltage regulation.",electronics_components,,Hardware for Sale.xlsx,13,MAT-071,15,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image15.png,materials/MAT-071_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-072,mat-072,6mm Brass Shaft Hex Coupler DC Motor Connector(connect the motor with the wheel),Connector,electronics-components,2,pieces,GOOD,FACTORY_SURPLUS,False,10,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable Connector listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Circuit wiring, prototyping, repair, and classroom electronics.",connector|wiring,,Hardware for Sale.xlsx,14,MAT-072,10,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image3.png,materials/MAT-072_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-073,mat-073,37mm Diameter DC Geared Motor Mounting Bracket Holder,Motor Mount / Bracket,motors-mechanical,2,pieces,GOOD,FACTORY_SURPLUS,False,15,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable Motor Mount / Bracket listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, motion systems, CNC-style prototypes, and mechanical builds.",motor|robotics,,Hardware for Sale.xlsx,15,MAT-073,15,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image4.png,materials/MAT-073_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-074,mat-074,Full Size Breadboard 840 Points,Breadboard,electronics-components,2,pieces,GOOD,FACTORY_SURPLUS,False,7,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable Breadboard listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Circuit wiring, prototyping, repair, and classroom electronics.",breadboard|prototyping,,Hardware for Sale.xlsx,16,MAT-074,7,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image5.png,materials/MAT-074_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-075,mat-075,Printer carriage slider with DC motor for linear motion (Image is AI-generated and represents an estimated model of the real part),DC Motor,motors-mechanical,1,pieces,GOOD,FACTORY_SURPLUS,False,25,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,False,Reusable DC Motor listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, motion systems, CNC-style prototypes, and mechanical builds.",motor|robotics,,Hardware for Sale.xlsx,17,MAT-075,25,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image12.png,materials/MAT-075_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-076,mat-076,Caster Wheel,Wheel / Caster,motors-mechanical,3,pieces,GOOD,FACTORY_SURPLUS,False,7,user2@impactloop.demo,مصنع المدار للمعادن والبلاستيك,ORGANIZATION,القدس,True,True,Reusable Wheel / Caster listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",motors_mechanical,,Hardware for Sale.xlsx,18,MAT-076,7,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image1.jpg,materials/MAT-076_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-078,mat-078,24 Pin ZIF DIP IC Test Universal Socket Narrow,IC Test Socket,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,5,user82@impactloop.demo,ورشة نبض لتجديد الأدوات,ORGANIZATION,جنين,True,True,Reusable IC Test Socket listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,,Hardware graduation project components .xlsx,3,MAT-078,5,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image9.png,materials/MAT-078_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-080,mat-080,"Nextion NX4832F035- Enhanced 3.5"" HMI TFT Intelligent LCD Touch Display Module",Nextion Display,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,200,user82@impactloop.demo,ورشة نبض لتجديد الأدوات,ORGANIZATION,جنين,True,True,Reusable Nextion Display listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,,Hardware graduation project components .xlsx,5,MAT-080,200,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image19.png,materials/MAT-080_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-081,mat-081,2.8 Inch TFT Touch LCD Screen with shield For Arduino UNO R3 (Brand new),TFT Display,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,100,user82@impactloop.demo,ورشة نبض لتجديد الأدوات,ORGANIZATION,جنين,True,True,Reusable TFT Display listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,,Hardware graduation project components .xlsx,6,MAT-081,100,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image5.png,materials/MAT-081_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-082,mat-082,7408 + 7432 + 4017 Logic IC Assortment,Logic IC Assortment,electronics-components,1,set,GOOD,WORKSHOP_SURPLUS,True,0,user82@impactloop.demo,ورشة نبض لتجديد الأدوات,ORGANIZATION,جنين,True,True,Reusable Logic IC Assortment listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,"7408 (AND gates) , 7432 (OR gates) , 4017 (Counter) ICs",Hardware graduation project components .xlsx,7,MAT-082,Free with other components,PROMOTED_CONDITIONAL_FREE_TO_DEMO_FREE,Source offered the three ICs free with other components; represented as one free set for standalone demo behavior.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image12.jpg,materials/MAT-082_01.jpg,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-083,mat-083,Arduino Uno R3,Arduino Uno,electronics-components,2,pieces,GOOD,WORKSHOP_SURPLUS,False,25,user82@impactloop.demo,ورشة نبض لتجديد الأدوات,ORGANIZATION,جنين,True,True,Reusable Arduino Uno listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, sensor prototypes, automation, and learning projects.",arduino|microcontroller,,Hardware graduation project components .xlsx,8,MAT-083,25,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image24.png,materials/MAT-083_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-084,mat-084,Arduino Uno R3 -pin 9* broken-,Arduino Uno,electronics-components,1,pieces,NEEDS_REPAIR,WORKSHOP_SURPLUS,False,10,user82@impactloop.demo,ورشة نبض لتجديد الأدوات,ORGANIZATION,جنين,True,True,Reusable Arduino Uno listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, sensor prototypes, automation, and learning projects.",arduino|microcontroller,,Hardware graduation project components .xlsx,9,MAT-084,10,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,SOURCE_TEXT_DAMAGE,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image24.png,materials/MAT-084_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-085,mat-085,Ultrasonic Sensor Module HC-SR04 4-6V Normal Type,Ultrasonic Sensor,electronics-components,4,pieces,GOOD,WORKSHOP_SURPLUS,False,15,user82@impactloop.demo,ورشة نبض لتجديد الأدوات,ORGANIZATION,جنين,True,True,Reusable Ultrasonic Sensor listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Measurement, monitoring, robotics, and smart-device prototypes.",sensor,,Hardware graduation project components .xlsx,10,MAT-085,15,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image14.png,materials/MAT-085_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-086,mat-086,ESP32-Development-Board-ESP-WROOM-32 30pin ESP32-DEVKIT-V1 ESP32-D0WD-V3 (revision V3.0) XX0H32,ESP32,electronics-components,2,set,GOOD,WORKSHOP_SURPLUS,False,30,user82@impactloop.demo,ورشة نبض لتجديد الأدوات,ORGANIZATION,جنين,True,True,Reusable ESP32 listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Robotics, sensor prototypes, automation, and learning projects.",esp32|microcontroller,,Hardware graduation project components .xlsx,11,MAT-086,30,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image13.png,materials/MAT-086_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
MAT-087,mat-087,40 Pin ZIF DIP IC Test Universal Socket Wide,IC Test Socket,electronics-components,1,pieces,GOOD,WORKSHOP_SURPLUS,False,10,user82@impactloop.demo,ورشة نبض لتجديد الأدوات,ORGANIZATION,جنين,True,True,Reusable IC Test Socket listing prepared from documented graduation-project hardware data. Suitable for practical prototyping and learning builds.,"Repair, prototyping, maker projects, and practical learning builds.",electronics_components,,Hardware graduation project components .xlsx,12,MAT-087,10,SOURCE_NORMALIZED,Normalized directly from source quantity/price fields.,DEMO_DEFAULT_GOOD,LIKELY_AVAILABLE,,CENTER_OF_IMAGE_ANCHOR_V2,xl/media/image18.png,materials/MAT-087_01.png,True,False,True,HIGH,True,SOURCE_BATCH + SOFT_AFFINITY; category is not a restriction.
